category,title,body
Job Search Tips,Use Your Network to Find Your Next Job,"<h1>Use Your Network to Find Your Next Job</h1><p>Personal connections are the most powerful engine for finding work. Sending in your resume after reading a posted job opening sometimes means that it lands in a (digital) pile with hundreds of others to be scanned by an automated reader. Now that we have entered the age of digital human resources, its even more essential that you think in terms of first working through a network when youre ready to find your next job.</p><h3>Network with people you know and dont know</h3><p>You might feel discouraged when you hear advice about networking because you dont see any useful job-related connections in your personal circle of friends and relatives. Think bigger. Networking is an action, and it refers to a process of establishing contact with a widening circle of new people. Social media has made it much easier to stay connected with these people, and you dont actually have to be a social butterfly in order to network every day.</p><h3><b>Be systematic</b></h3><p>Forbes senior editor Deborah L. Jacobs <a href=""http://www.forbes.com/sites/deborahljacobs/2013/03/22/the-six-best-ways-to-find-your-next-job/"">suggests</a> making a list of everyone you know, then identifying the 25 most influential people on that list and figuring out how to strengthen or renew your connections with them. She says that it's helpful to set a goal of contacting three people per week that you have not been in touch with for over a year. Reaching back in time like this is one way to enlarge your current circle of acquaintances. Jacobs also reminds eager job hunters to make sure you have a fresh resume on hand as well as an ""elevator pitch"" that's polished and ready to deliver. (An ""elevator pitch"" means a one-minute description of your goals and unique skills.)</p><h3>Use social media wisely</h3><p>LinkedIn is currently the primary social media platform for job search connections. Update your resume and profile on LinkedIn, and then joining and participate in groups that are relevant to your field. Search for the most interesting people and reach out to them. Even if you don't know them personally, you have interests in common, and they are participating in LinkedIn because they want to build their networks, too.</p><p>With your other profiles, such as Facebook and Twitter, make sure theres nothing unprofessional on your profiles and delete anything you'd never want your boss to see.</p><h3>Most jobs are not published</h3><p>Matt Youngquist, the president of Career Horizons, pointed out in an <a href=""http://www.npr.org/2011/02/08/133474431/a-successful-job-search-its-all-about-networking"">NPR interview</a> that even though you should use job search sites (such as <a href=""http://www.simplyhired.com/"">Simply Hired</a>,) its important to keep in mind that most jobs are not actually posted. He told NPR, ""At least 70 percent, if not 80 percent, of jobs are not published,"" and ""...the vast majority of hiring is friends and acquaintances hiring other trusted friends and acquaintances.""</p><p>This is actually a good thing because when you think of all the steps it takes to find a job, its much less intimidating to imagine a series of conversations with friends. As you build your network and talk with more and more people, youll be increasing your odds as well as your range of options.</p>"
Job Search Tips,How to Search for Part-Time Jobs,"<h1>How to Search for Part-Time Jobs</h1><p>People search for part-time jobs for different reasons. Some are looking for extra income beyond their current full-time jobs. Others want the flexibility and free time that part-time jobs offer, and they might not need as much money to keep their lifestyle afloat. Regardless of your situation, searching for part-time work is a little different than searching for full-time work. Here are some points to consider when looking for part-time jobs.</p><p></p><h3><b>Focus on your interests</b></h3>Part-time jobs often dont pay as well as full-time work, so it is important to search for jobs that match your interests. Instead of focusing on money, strive to find jobs that take you where you want to be. Try looking for jobs that will teach you new skills or open doors into industries into which you want to move. Getting your foot in the door is often the hardest part.<br><p></p><p></p><h3><b>Use an RSS feed</b></h3>Job searching can take up a huge chunk of your time. Increase efficiency by setting up an RSS feed that you can check on a regular basis. RSS services, such<a href=""http://cloud.feedly.com/#welcome"">Feedly.com</a>, make it easy to quickly scan through lots of jobs, letting you expand on any that look interesting. If that's too technical for you, go to <a href=""http://www.simplyhired.com/"">Simply Hired</a> and sign up for email job alerts.<p></p><p></p><p></p><h3><b>Leverage your network</b></h3>In many cases, your best chances of getting a job are through the back door. Let your friends and family know you are looking for a part-time job, and ask them to keep their eyes and ears open. Getting a job by way of a recommendation is much easier than going through the standard application process. As <a href=""http://ucs.yalecollege.yale.edu/content/networking"">Yale College Undergraduate Career Services</a> points out, ""Through networking you can uncover job opportunities that might not yet or never -- be posted on job-sites, or create an opportunity that did not previously exist.""<br><p></p><p></p><h3><b>Consider contract positions</b></h3>Since part-time jobs rarely come with any benefits, think about including contract positions in your job search. Many companies like hiring contract workers because they can end the relationship quickly and painlessly, but they can also give you a chance to prove yourself. While this type of job is usually more short-term, it can often lead to further work or even a freelance career.<p></p><p></p><h3>Important Considerations for Job Searchers<br></h3><p></p><ol><li><b>Part-time jobs are on the rise: </b>Businesses are hiring part-time workers more than ever. Why? Hiring part-time is a way to get around paying for employee health insurance, and health insurance now ultimately falls under the federal government's domain. If you are happy to work less than 30 hours a week, it will be easier than ever to find part-time jobs. According to<a href=""http://online.wsj.com/article/SB10001424127887324492604579087044033601178.html"">the Wall Street Journal</a>, ""ObamaCare imposes new mandates and penalties on companies with more than 50 full-time employees and even those working 30 hours a week are considered full-time.""<br></li><li><b>Part-time can lead to full-time</b>: Many companies think they only need an employee part-time, but that can change. When looking for a part-time job, keep in mind that you might eventually end up working full-time. All it takes is one or two other employees leaving for you to increase your hours quickly.<br></li></ol><p></p>A great place to look for part-time jobs is on a job search engine such as<a href=""http://www.simplyhired.com/"">Simply Hired</a>."
Job Search Tips,Why You Should Use Job Finder Alerts,"<h1><b>Why You Should Use Job Finder Alerts</b></h1> <p></p> <p>In todays competitive job market, job seekers need to cover all bases. This often means looking at job boards every day for hours to scour new job postings and apply for them as they become available. There is a way we think you should know about that lets you stay on top of job postings while saving time. Job finder alerts simplify the entire job search process, and they can be used to ensure that dont miss out on new listings.</p> <p></p> <p>There are several reasons why job finder alerts benefit for job seekers.Lets take a look at why you need to be incorporating this tool into your job search.</p><h3><b>Job alert options</b></h3><p></p><p>Most job sites such as <a href=""http://www.simplyhired.com/"">Simply Hired</a> give job seekers an option to set up email job alerts based on keywords. For example, if you want to find a job as an accountant, you can set up your alert to find new jobs with this keyword in a specific geographic region. We advise setting up more than one alert if you think that hiring managers will post a job you are interested in under different titles.</p><p></p><p>Another way to monitor new job postings, particularly if a site doesnt offer alerts, is to use<a href=""http://www.google.com/alerts"">Google Alerts</a>. This is a free tool that allows you to input your desired keywords. Youll get an email whenever new pages are posted that contain your set keywords.</p><p>Important: <a href=""http://help.business.uconn.edu/index.php?pg=kb.page&id=178"">set your email filters</a> once you have your alerts in place. If you use Gmail, you can label and prioritize your alerts so that they'll be the first things you see. No matter what email client you use, creating filters or adding each service's email address to your address book will help ensure that your job alerts don't end up in your spam folder.</p> <p></p> <h3><b>Stand out from the crowd</b></h3> <p></p> <p>Two things that help job seekers compete are 1.) how quickly they respond to a job posting and 2.) whether or not their skill set is a good match for the position. By targeting the jobs you are qualified to do with a job finder alert, youre going to get a list that is tailored to your skill set, and you will receive it in real time. Youll be among the first to know about a new job and can apply before other candidates do. </p> <p></p> <h3><b>Make your job search more efficient</b></h3> <p></p> <p>Using a job finder alert is like having a virtual recruiter help you find a new job. As the alerts come in, you can respond to the job postings in which you are interested. This is a much more efficient way to search, rather than wading through numerous job listings just to find one that might be a good fit for you. </p> <p></p> <p>One more tip: Its a good idea to create a <a href=""http://www.wa.gov/esd/guides/jobsearch/strategy/strat_tips.htm"">tracking database</a> of the jobs you respond to from your alerts. This will give you the ability to easily see where youve sent your resume, and you can keep track of the responses you receive.</p> <p></p>"
Interviews,How to Write a Cover Letter That Gets Noticed,"<h1>How to Write a Cover Letter that Gets Noticed</h1><p>The cover letter is one of the most important parts of a job application. It introduces you to the recruiter, explains why you're applying and shows off your professionalism. In order to get an interview, you need to do more than provide all of the required information. You need to create a cover letter that will grab a reader's attention.</p><h3>Use a conversational tone</h3><p>Cover letters are important, but that doesn't mean you have to use formal language. Recruiters are turned off by awkward sentences full of extra words. Keep your intro short, sweet and confident. ""I am excited to read that you're hiring..."" is fine and is more likely to get a response than ""Consider this cover letter to be a declaration of interest in the advertised position."" YAWN.</p><h3>Grab the recruiter's attention right away</h3><p>Job recruiters skim cover letters in order to find out the facts. Put something near the beginning of yours that will make them slow down and read your cover letter more thoroughly. One of the best ways to do this is to include a specific, strong accomplishment that is not in your resum. Facts such as, ""Last year, my company's profits went up by 40 percent because of changes I implemented"" will get recruiters' attention and compel them to actually read your letter.</p><h3>Demonstrate interest in the company</h3><p>Don't write a generic letter about how you want to work in the industry. Instead, demonstrate that you want to work for this particular company. Talk about products, services or features you admire that this particular company provides. If you aren't familiar with the company, research it before writing your cover letter so that you can express genuine enthusiasm.</p><h3>Talk about how you can benefit the company</h3><p>Many people make the mistake of talking solely about why they want to work there. Make your cover letter stand out by listing specific benefits you will provide to the boss if you are hired.</p><div>Avoid generalities such as ""I will work hard."" Nobody admits on a job application that they like to slack off, so these kinds of statements are meaningless. Instead, state specifics such as, ""I can free up your time to deal with clients by providing expert customer service over the phone and keeping your appointment book and paperwork organized."" These types of statements demonstrate that you are a one-of-a-kind individual who can provide unique services to the company. The recruiter will take notice.</div><h3>Check your spelling</h3><p>So many people miss the obvious step of proofreading their work that correct spelling will automatically make your cover letter stand out. You should proofread manually as well as run a spelling and grammar check on your word processing software to ensure you catch every mistake. Submitting a mistake-free cover letter not only demonstrates your professionalism, but also shows that you take time to check details two qualities for which recruiters are hungry. If you know an editor or copy editor, ask them for a proofread.</p><h3>Keep it short</h3><p>The longer your letter is, the less interesting it is to a recruiter. A short letter stands out because it demonstrates respect for the recruiter's time. Try to keep your letter to less than half a page for maximum impact.</p><div>Writing an attention-grabbing cover letter can be challenging. If you master this art, however, your application is more likely to be put on a recruiter's desk rather than in his or her trash can.</div><div><br></div><p><b>For More Info:</b></p><p><a href=""http://www.hcareers.com/us/resourcecenter/tabid/306/articleid/218/default.aspx"">Hcareers</a></p><p> </p><p><a href=""http://www.fastcompany.com/3016727/leadership-now/dont-be-boring-how-to-write-a-cover-letter-that-can-get-you-the-job"">UNC Kenan-Flagler Business School</a></p>"
Resumes,Write a Proper Resume Objective,"<h2>Write a Proper Resume Objective</h2><p>The first impression your resume makes might be that youre obsolete. If youre using your resume objective to describe your wish list, then youre missing your first chance to sell yourself. Dont make this classic mistake.</p><h3>Propose a new purpose</h3><h3><p>According to<a href=""http://rockportinstitute.com/resumes/"">Rockport Institute author Nicholas Lore</a>, ""The resume is a tool with one specific purpose: to win an interview."" You should focus on that one thing. Your resume sells you to your prospective employer with that one goal in mind. The resume gets you an interviewor not. Thats it. Thats the best and only thing your resume can accomplish.<br></p></h3><h3>The classic objective</h3><p>Old-fashioned resumes used the objective section to describe what the job seeker wanted from their new position. The theory was that by describing the work they desired, they revealed whatkind of employee they were; however, nowadays it reveals that theyre more interested in themselves than their prospective employers.According to <a href=""http://money.usnews.com/money/blogs/outside-voices-careers/2013/01/15/resumes-101-swap-a-stale-objective-for-a-fresh-branding-statement"">Arnie Fertig of U.S. News</a>, ""These days, any resume reader assumes that their job is your objective."" Talking about anything else you might want just wastes their time.</p><p>To insert a contemporary twist on a classic objective, you might want to try something like this:</p><p>""Highly motivated, future IT graduate seeks temporary internship providing hands-on training in troubleshooting hardware and software technologies.""</p><h3>Branding yourself</h3><p>Here's another thought.<a href=""http://www.forbes.com/sites/jeromeyoung/2011/06/27/how-to-write-a-resume-summary-section-that-gets-interviews/"">Forbes contributor Jerome Young</a> advises job seekers to skip the objective statement. ""Instead,"" Young says, ""you should use the opening section of your resume to summarize what makes you a good fit for an open position.""You do this by branding yourself as a viable candidate for the position you want. Fertig recommends focusing on your attributes, your value and your uniqueness. Young says CEASE is the way to go: characteristics, experience, achievements, skills and expertise.</p><p>Always start with the targeted position in mind. A good job advertisement will tell you what a prospective employer is looking for in their next hire. The company website will tell you what the advertisement doesnt. When you visit the website, youre looking for keywords, just like youd enter into a search engine. You want to choose the keywords that best describe what you have to offer. You want to state your value clearly and succinctly using some of the keywords that appear on the company's website. This brands you as the right person for this specific position.</p><p>To brand yourself as the solution to a prospective employer's problem, you should try something like this:</p><p>""Results-driven IT professional with over 30 years experience applying information technologies in a healthcare setting seeks to utilize IS expertise to support the operation and strategic objectives of a growing and progressive healthcare organization.""</p><h3>Write Persuasively</h3><p>Youre creating an advertisement, so write persuasively. Active words are best; present tense is essential. In todays ""buyers market,"" job seekers are an overabundant commodity. In order to make the cut for that interview, you need to prove that youre more than a commodity. You must show that you are a uniquely appropriate fit for the work they need done.</p><p>Dont just write a resume objective. Prove your value by writing a clear message that shows you have their needs in mind. You know you can deliver. If you can prove that, then your resume can land you an interview. From there, its all up to you.</p>"
Resumes,Where to Find Free Resumes,"<h1><b>Where to Find Free Resumes, for Print and Digital</b></h1> <p>When starting the hunt for a new job, nothing is as important as having a great resume. Getting it right takes time and effort. Why? Because old-school, one-size-fits-all resumes just don't cut it anymore.</p><p>Here are a variety of ways to create professional, targeted resumes.</p> <h3><b>1. Free Resume Templates</b></h3> <p>Before you write out the information that you want to include on your resume, do some research into what different industries expect to see in terms of content and style. These three sites contain a number of high-quality sample resumes that you can use to design your resume for optimal impact.</p> <ul type=""disc""><li><a href=""http://office.microsoft.com/en-us/templates/resume-color-TC102918880.aspx"">Microsoft Office Resumes</a></li><li><a href=""http://www.careerperfect.com/content/resume-writing-help-sample-resumes/"">CareerPerfect: Professional Resume Examples</a></li><li><a href=""http://career-advice.monster.com/resumes-cover-letters/resume-samples/sample-resumes-by-industry/article.aspx"">Monster Career Resources: Sample Resumes by Industry</a></li></ul> <h3><b>2. Resunate</b></h3><p></p> <p><a href=""http://resunate.com/why"">Resunate</a> not only lets you build a unique resume for every job, it also automatically evaluates the results so that you can fine-tune. Enter or import your resume information. The application accepts many text formats such as Word as well as data from LinkedIn. Then copy a job description into the site, and its ""JobFocus Score"" lets you know how well your resume matches the description. You can tweak the resume to improve your match. Resunate allows you to save an unlimited number of customized resumes to your account, but only the first three JobFocus consults are free. After that you'll have to pay, starting at $25 for six months.</p> <h3><b>3. DoYouBuzz </b></h3><p></p> <p>If you need an online version of your resume, perhaps to improve search engine results on your name or to link to your social media profiles, then <a href=""http://www.doyoubuzz.com/us/"">DoYouBuzz</a> is a good choice. You can import information from your LinkedIn account, making it easy to get your information onto the site. What makes this resume builder different than others is that your resume is a website. With the premium version, you can get Google Analytics integration, SEO optimization and your own professional domain. If you need a paper copy of your resume, it can be downloaded in Word or PDF formats.</p> <h3><b>Bonus Resource:RezScore </b></h3><p></p> <p>Once you're happy with the resume you've created, log in to <a href=""http://rezscore.com/"">RezScore</a>, a free web application that reads, analyzes and grades resumes. The site analyzes the text of your resume, points out errors and provides advice on improving areas such tone, word usage, impact and depth.</p> <p>Depending on your needs and preferences, one or more of these sites should be helpful in creating a resume you can use.</p> <p></p> <p></p>"
Interviews,Interview with Confidence,"<h1>How to Interview with Confidence</h1> <p></p> <p>If youre in the market for a new job, its a great time to brush up on your interviewing skills. Interviews are an opportunity for you to get to know your potential employers and for them get to know you. Its important, during the interview, that you <a href=""http://www.huffingtonpost.com/scott-willyerd/interview-nerves_b_3178193.html"">stay calm</a> and confident so you can accurately convey your work experience and reveal your personality. Here are a few tips on how to interview with confidence.</p> <p></p> <h3>Monitor your speech</h3><div>Cara Hale Alter has spent nearly 20 years researching why many intelligent, competent people are great at projecting confidence while others aren't. Her findings fall into different categories, such as posture, gestures and eye contact, but she has found one of the biggest factors in exuding confidence is<a href=""http://www.trainingmag.com/content/projecting-confidence-and-competence"">vocal skills</a>. This includes everything from making sure to talk at a calm, slow pace of 170 words per minute, as well as including thoughtful and deliberate pauses in your speech. Test yourself by reading or speaking out loud and timing yourself to make sure you aren't speaking too quickly or too slowly.</div> <h3>Rehearse</h3><div>Nothing will make you feel more prepared and enable you to keep your cool under pressure like <a href=""http://www.foxbusiness.com/personal-finance/2013/06/28/right-way-to-rehearse-for-job-interview/"">rehearsing for an interview </a>beforehand. Find as many sample interview questions as you can (we have many here on this site) and write down your answers. Practice your answers in the mirror until you can get to the point where you don't need to read them off the paper anymore. You don't want to sound like a robot, but you do want to sound calm, cool and collected. Go in knowing how to answer so that the words roll easily off your tongue.</div><h3>Do your research</h3> <p>Nothing takes a toll on your confidence like being under-prepared. Be sure to do <a href=""http://www.nytimes.com/2013/06/02/jobs/before-the-job-interview-do-your-homework.html"">a lot of research</a> on the company and the duties of the position in which youre interested before you go. Your prospective employer will want you to have a genuine interest in the company, and showing you have taken the time to learn about them will demonstrate that interest.</p> <h3>Know what you have to offer</h3> <p>Go into the interview knowing that you are the right person for the job because of what you can offer the company. This will not only boost your confidence during the interview but also help your interviewers realize why you stand out from other candidates. Make sure you understand exactly what they are seeking from an employee and what specific skills or ideas you can bring to the table.</p> <p></p> <h3>Dress for Success</h3><p>Your appearance can play a big role in interviewing with confidence. Make sure you are well-rested and <a href=""http://work.chron.com/color-shirts-reveal-confidence-during-interview-18170.html"">well-dressed</a> before the big day. Youll want to feel relaxed and comfortable but also <a href=""http://www.vogue.com/vogue-daily/article/intelligent-design-how-clothing-affects-the-mind/"">sharp and professional</a> in order to exude the most confidence. Wearing a clean, crisp outfit or suit can not only make you <i>look</i>well-prepared; it can also make you <i>feel</i> more confident.</p>"
Resumes,I Need a Job: How Do I Get an Interview?,"<h1><b>I Need a Job: How Do I Get an Interview?</b></h1> <p align=""center""><b></b></p> <p>If you are applying for numerous jobs, but nothing is happening, youre probably asking yourself, ""How do I get an interview?"" This is a common question among job seekers. There are a few ways you can structure your job search to increase the likelihood that you will land interviews.</p> <p></p> <h3><b>Look for the right job</b></h3> <p><b></b></p> <p>The main reason why job seekers dont get interviews is that the person reading through their resumes doesn't think the applicant is qualified to do the job. Unless you are in a position to make a horizontal move to a different career, stick with jobs that are in your current skill set. If you want to do something else and become a more attractive candidate, you need to invest in continuing education to get the skills that the interviewer wants to see. Be realistic and take the time to match yourself up with the right job. </p> <p><b></b></p> <h3><b>Structure your resume for quick reading</b></h3> <p><b></b></p> <p>Creating a resume that <a href=""http://www.forbes.com/sites/susannahbreslin/2011/04/11/how-to-get-a-job-interview/"">stands out</a> and is easy to read will increase your chances of getting an interview. Structure it with your skill sets and important information in bullet points and small paragraphs. A busy hiring manager doesnt have time to read every word of a resume. Theyre going to be scanning it, so you want to make sure you stand out.</p> <p></p> <h3><b>Use the right keywords in your resume</b></h3> <p><b></b></p> <p>Large companies that receive loads of applications are now using scanning software to help them narrow down the field. This means that the software is looking for specific keywords inside the resume file. If it doesnt find the keywords that it wants, those resumes are rejected. Take the time to study the relevant keywords for the industry and company youre applying for, and make sure you include them in your resume in a natural way. </p> <p><b></b></p> <h3>Write a killer cover letter</h3><p>Always take advantage of the opportunity to include a great cover letter with your resume, even if you are submitting your resume online. This is quite often the tipping point when it comes to landing an interview. Personalize each cover letter you submit and tailor it to the job you're applying for. Keep it less than 400 words. Use this space to showcase unique talents that you will bring to the position. Address the letter to the person who will be doing the hiring for that position. If needs be, call the company and get that person's name. Proofread your cover letter thoroughly. It helps to print it out and actually read it aloud to ensure you're not making any mistakes. </p><h3>Keep your social profiles professional</h3><p>Even if you aren't using social media to find a job, it isvital to make sure your <a href=""http://www.forbes.com/sites/jacquelynsmith/2013/04/16/how-social-media-can-help-or-hurt-your-job-search/"">profiles are professional</a>. Go through your current profiles and check for grammar mistakes and errors. You want everything to read smoothly and showcase your abilities. Next, you're going to want to go through past posts you and others have made on your profiles. If it is not something you would want a boss to see, remove it. Employers rely on social profiles to give them more information on candidates. You want to make sure that your profile helps you instead of hurting your chances. </p> <p>Now that youve answered the question, ""How do I get an interview?"" it is time to put this new knowledge to work. Get out there and <a href=""http://www.simplyhired.com/"">start applying for jobs</a>.</p>"
Interviews,Good Answers to Common Job Interview Questions,"<h1>Good Answers to Common Job Interview Questions</h1><p>When you get that phone call asking you to come in for a job interview, it feels great. But if youre like most people, your thoughts soon turn to how you will answer the interview questions you know you will soon be asked. The following are three of the most common job interview questions and some advice on the best approach to answering them.</p><h3>""Tell me about yourself.""</h3><p>The <a href=""http://www.dllr.state.md.us/county/brochures/dirtydozen.shtml"">Career Center</a> at Marylands Department of Labor reminds job seekers that the proper response to this question is to talk about your working self, not your family self. Practice a brief monologue ahead of time with a stopwatch and work at getting your answer down to under 90 seconds. The beginning of your mini speech should mention your job history, the middle should highlight some specific work-related accomplishment and the last part should explain your future professional goals (and how the job youre applying for fits into your plan to achieve those goals.) Employers ask this question partly to learn more about you and partly to gauge whether you display good judgment in what you choose to talk about.</p><h3>""What is your greatest weakness?""</h3><p>Its a good idea to come to the interview with an appropriate personal weakness carefully thought out and prepared for display. You cant get away with pretending to be perfect, but you can plan ahead and mention a failing that wont alarm the employer. Think about what the job involves, then choose a weakness that is not relevant to the normal job activities. For example, if the job involves continuous interaction with the public, you could say that you enjoy socializing so much that sometimes you dont do as much quiet reading and solitary reflection as you should. If the job requires a lot of personal responsibility, you can say that you sometimes have a hard time delegating tasks to others. Always be honest. An interviewer is partly watching to see if you have the social skills to give appropriate answers. Whatever weakness you mention, you should always add that you are making specific efforts to correct it.</p><h3>""Why do you want this job?""</h3><p>In the <a href=""http://articles.chicagotribune.com/2013-09-29/jobs/sns-201301161600--tms--careersntp--h-a20130123-20130123_1_job-interviewer-10-reasons"">Chicago Tribune</a>, Joyce Lain Kennedy recommends using this question as an opportunity to re-state your credentials and convey enthusiasm and commitment. This is where you can show that youve done your homework as you explain why your particular skills are such a good fit for this particular business. Study the companys website and any other materials you can find so that you have a couple of very specific points to make about why the particular direction or style of this business impresses you. Above all, convey a sense of enthusiasm about how your goals and the goals of the company will work well together.</p><p>By preparing carefully ahead of time and practicing your answers to common job interview questions, you will radiate a sense of confidence when you walk into the interview room, and that alone is a highly attractive quality to employers.</p>"
Career,The Benefits of Government Jobs,"<h1>The Benefits of Government Jobs</h1><p>As the private economy meanders in the wake of economic turbulence and businesses reduce benefits, some job seekers are taking a second look at government jobs. As<a href=""http://www.cbsnews.com/8301-505125_162-51344044/government-jobs-how-to-get-them/"">CBS News Moneywatch</a>so aptly put it, ""a government job can offer long-term rewards or a great place to ride out the downturn.""</p><h3>Diverse opportunities</h3><p>You might think of the government as one enormous monolith, with thousands of employees working away in cubicles. Actually, government employment is divided up among so many departments and agencies that there's a chance you could find work in a field interests you. Love nature and being outside? You can work for the National Parks Service and spend your days (and nights) out in the forest or the desert. Want to do research to end childhood cancer? Apply for a job at the National Institutes of Health. Browse through <a href=""http://bestplacestowork.org/BPTW/index.php"">The Best Places to Work</a>, a government site that publishes rankings and reviews on its own employee satisfaction levels.</p><h3>Fair employment practices</h3><p>Government work offers a sanctuary from the subjective and secretive pay practices of the business world. Each government position has a title and a pay grade, and you can look these up on a <a href=""http://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/2012/general-schedule/2012-gs-annual-rates-by-grade-and-step/"">public chart</a>. Public employers at the state, county and city levels have similar open pay practices. Also, the public hiring process is bound by a number of equal opportunity employment laws, so if you belong to an under-represented minority group, you will not encounter discrimination. </p><h3>Job security and financial stability</h3><p>In addition to the regulations governing fair hiring practices, government jobs have a complex set of procedures in place to protect workers from arbitrary dismissal. Paul Light, a professor of public service at New York University, was quoted by <a href=""http://www.politifact.com/truth-o-meter/article/2007/sep/05/mcain-federal/"">Politifact </a>as saying, ""Very few federal employees...are ever fired on the basis of poor performance."" Many politicians have pointed this fact out, but as John Palguta of the Partnership for Public Service explains, ""It's not supposed to be easy to fire federal workers for the wrong reasons.""</p><p>While federal salaries are roughly equivalent or in excess of the private sector on many levels, according to <a href=""http://www.forbes.com/sites/nextavenue/2012/11/14/5-tips-for-getting-a-government-job/"">Forbes</a>, the health care benefits and pension plans for government jobs are generally better than what is possible in the private sector except at the highest levels. The American Enterprise Institute did a <a href=""http://www.aei-ideas.org/2011/09/how-generous-are-federal-employee-pensions/"">comparative analysis</a>thatshowed that a public sector worker ends up with pension benefits that pay more than twice the annual rate of those earned by a similar worker in the private sector.</p>"
Career,5 Work from Home Careers,"<p></p><h1>5 Work from Home Careers</h1><p></p><p>If you want to live the dream and make money without leaving your home, you need to choose the right career. Many jobs can be done from home. Of course, they still require you to work hard and have the discipline to meet your deadlines, but as long as you are able to make your work your priority, you can reap the benefits of setting your own schedule and working in your pajamas if you so desire. These are five of the most popular work-from-home careers. <br></p> <h3>Teacher/tutor <br></h3> <p>According to <a href=""http://www.foxbusiness.com/personal-finance/2012/07/16/seven-legitimate-work-at-home-jobs-for-20-somethings/"">Fox Business</a>, you can teach students without even leaving your house. Online teaching positions allow you to teach classes using the Internet, with the average hourly rate running $10 to $14. In this job, you can expect to post video lectures and assign homework through sophisticated websites that feature calendars, message boards and other functions. Though colleges are often in need of online instructors, elementary schools, middle schools and high schools also offer online classes. You typically need a college degree for this type of job, but if you do not have one, you may still qualify to become an online tutor. <br></p> <h3>Writer <br></h3> <p>If you can write well, you can make money working from home. As long as you have a computer and an Internet connection, you can write and edit for clients who need content. You can choose to specialize in a topic  such as legal or medical content  or you can write blogs, articles and press releases for clients. One advantage of this career is that you do not have to adhere to a set schedule, although you will have many deadlines. You can achieve success in this career without a college degree as long as you can prove you are a good writer who has something to offer. According to <a href=""http://www.forbes.com/pictures/lmj45gmmh/no-8-writers-and-authors/"">Forbes</a>, the median salary is about $55,000. <br></p> <h3>Web designer <br></h3> <p>If you're creative and want to work from home, web design is another career to consider. It requires you to combine a passion for art with knowledge of design software, since you will need to create designs that look good on computer screens, smartphones and tablets. The <a href=""http://work.chron.com/self-employed-designer-salary-5870.html"">Houston Chronicle</a> reports that the typical self-employed web designer can earn around $50 per hour.  <br></p> <h3>Web developer <br></h3> <p>If you're interested in a job that makes use of logic and software, you might enjoy the position of web developer. This job requires you to know programming languages so that you can create websites from the ground up. According to <a href=""http://money.usnews.com/careers/best-jobs/web-developer/salary"">US News & World Report</a>, the median salary for web developers is just under $78,000. <br></p> <h3>Virtual assistant <br></h3> <p>If you like the idea of having a variety of tasks to complete each day, as well as helping others, you should look into becoming a virtual assistant. This is similar to a personal assistant or secretary position in that you might do everything from scheduling appointments and answering phone calls to entering data and updating social media sites for your clients. Of course, like all work from home careers, you do not have to leave your house to complete your work. According to <a href=""http://www.kiplinger.com/slideshow/business/T012-S001-10-great-work-at-home-jobs/index.html"">Kiplinger</a>, you can earn $28 to $45 per hour in this position.</p>"
